num,방송일시,노출(분),마더코드,상품코드,상품명,상품군,판매단가, 취급액 ,요일,휴일,공휴일
23573,2019-08-10 9:40,20,100352,201140,마르엘라로사티 휘메일 풀스킨 밍크 후드코트,의류,"1,590,000","35,705,000",Saturday,Yes,No
23574,2019-08-10 10:00,20,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,"1,359,000","26,052,000",Saturday,Yes,No
23575,2019-08-10 10:00,20,100155,200489,무이자 LG전자 매직스페이스 냉장고,가전,"1,499,000","24,652,000",Saturday,Yes,No
23576,2019-08-10 10:20,20,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,"1,359,000","33,473,000",Saturday,Yes,No
23577,2019-08-10 10:20,20,100155,200489,무이자 LG전자 매직스페이스 냉장고,가전,"1,499,000","41,172,000",Saturday,Yes,No
23578,2019-08-10 10:40,20,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,"1,359,000","55,736,000",Saturday,Yes,No
23579,2019-08-10 10:40,20,100155,200489,무이자 LG전자 매직스페이스 냉장고,가전,"1,499,000","69,759,000",Saturday,Yes,No
23580,2019-08-10 11:00,20,100455,201402,NNF 쉬폰 썸머 앙상블세트,의류,"29,000","22,220,000",Saturday,Yes,No
23581,2019-08-10 11:20,20,100455,201402,NNF 쉬폰 썸머 앙상블세트,의류,"29,000","30,416,000",Saturday,Yes,No
23582,2019-08-10 11:40,20,100455,201402,NNF 쉬폰 썸머 앙상블세트,의류,"29,000","34,246,000",Saturday,Yes,No
23583,2019-08-10 12:00,20,100074,200201,비버리힐스폴로클럽 남성기초세트(플라센타아이크림+선크림),이미용,"39,800","21,400,000",Saturday,Yes,No
23584,2019-08-10 12:20,20,100074,200201,비버리힐스폴로클럽 남성기초세트(플라센타아이크림+선크림),이미용,"39,800","44,719,000",Saturday,Yes,No
23585,2019-08-10 12:40,20,100074,200201,비버리힐스폴로클럽 남성기초세트(플라센타아이크림+선크림),이미용,"39,800","53,670,000",Saturday,Yes,No
23586,2019-08-10 13:00,20,100822,202422,보코 풍기인견 블라우스,의류,"39,000","32,795,000",Saturday,Yes,No
23587,2019-08-10 13:20,20,100822,202422,보코 풍기인견 블라우스,의류,"39,000","102,784,000",Saturday,Yes,No
23588,2019-08-10 13:40,20,100456,201407,NNF 와이드데님팬츠 2종,의류,"29,000","43,961,000",Saturday,Yes,No
23589,2019-08-10 14:00,20,100837,202467,무이자 쿠쿠전기밥솥 10인용(CRP-QS107FG/FS),주방,"218,000","9,278,000",Saturday,Yes,No
23590,2019-08-10 14:00,20,100837,202480,일시불 쿠쿠전기밥솥 10인용 (QS),주방,"208,000","4,849,000",Saturday,Yes,No
23591,2019-08-10 14:00,20,100837,202470,무이자 쿠쿠전기밥솥 6인용(QS),주방,"208,000","1,647,000",Saturday,Yes,No
23592,2019-08-10 14:00,20,100837,202473,일시불  쿠쿠전기밥솥 6인용(QS),주방,"198,000","810,000",Saturday,Yes,No
23593,2019-08-10 14:20,20,100837,202467,무이자 쿠쿠전기밥솥 10인용(CRP-QS107FG/FS),주방,"218,000","21,002,000",Saturday,Yes,No
23594,2019-08-10 14:20,20,100837,202480,일시불 쿠쿠전기밥솥 10인용 (QS),주방,"208,000","9,641,000",Saturday,Yes,No
23595,2019-08-10 14:20,20,100837,202470,무이자 쿠쿠전기밥솥 6인용(QS),주방,"208,000","2,453,000",Saturday,Yes,No
23596,2019-08-10 14:20,20,100837,202473,일시불  쿠쿠전기밥솥 6인용(QS),주방,"198,000","5,378,000",Saturday,Yes,No
23597,2019-08-10 14:40,20,100837,202467,무이자 쿠쿠전기밥솥 10인용(CRP-QS107FG/FS),주방,"218,000","41,928,000",Saturday,Yes,No
23598,2019-08-10 14:40,20,100837,202480,일시불 쿠쿠전기밥솥 10인용 (QS),주방,"208,000","27,244,000",Saturday,Yes,No
23599,2019-08-10 14:40,20,100837,202470,무이자 쿠쿠전기밥솥 6인용(QS),주방,"208,000","5,644,000",Saturday,Yes,No
23600,2019-08-10 14:40,20,100837,202473,일시불  쿠쿠전기밥솥 6인용(QS),주방,"198,000","7,616,000",Saturday,Yes,No
23601,2019-08-10 15:00,30,100786,202308,[루이띠에] 18K 베르니아 주얼리 세트,잡화,"2,990,000","32,005,000",Saturday,Yes,No
23603,2019-08-10 15:00,30,100786,202310,[루이띠에] 18K 베르니아 팔찌 반지 세트,잡화,"2,030,000","4,388,000",Saturday,Yes,No
23604,2019-08-10 15:00,30,100786,202306,[루이띠에] 18K 베르니아 목걸이,잡화,"790,000","3,426,000",Saturday,Yes,No
23605,2019-08-10 15:00,30,100786,202309,[루이띠에] 18K 베르니아 팔찌,잡화,"1,350,000","5,819,000",Saturday,Yes,No
23608,2019-08-10 15:30,30,100786,202308,[루이띠에] 18K 베르니아 주얼리 세트,잡화,"2,990,000","38,403,000",Saturday,Yes,No
23610,2019-08-10 15:30,30,100786,202310,[루이띠에] 18K 베르니아 팔찌 반지 세트,잡화,"2,030,000","4,391,000",Saturday,Yes,No
23611,2019-08-10 15:30,30,100786,202306,[루이띠에] 18K 베르니아 목걸이,잡화,"790,000","6,798,000",Saturday,Yes,No
23612,2019-08-10 15:30,30,100786,202309,[루이띠에] 18K 베르니아 팔찌,잡화,"1,350,000","11,594,000",Saturday,Yes,No
23613,2019-08-10 15:30,30,100786,202305,[루이띠에] 18K 베르니아 귀걸이,잡화,"490,000","4,237,000",Saturday,Yes,No
23614,2019-08-10 15:30,30,100786,202304,[루이띠에] 18K 베르니아  반지,잡화,"750,000","6,458,000",Saturday,Yes,No
23615,2019-08-10 16:00,20,100202,200685,임성근의 녹용도가니탕 풀세트,농수축,"55,900","28,225,000",Saturday,Yes,No
23616,2019-08-10 16:20,20,100202,200685,임성근의 녹용도가니탕 풀세트,농수축,"55,900","52,520,000",Saturday,Yes,No
23617,2019-08-10 16:40,20,100202,200685,임성근의 녹용도가니탕 풀세트,농수축,"55,900","67,364,000",Saturday,Yes,No
23618,2019-08-10 17:00,20,100009,200013,AAB의 든든한 콩국수,농수축,"39,900","24,251,000",Saturday,Yes,No
23619,2019-08-10 17:20,20,100009,200013,AAB의 든든한 콩국수,농수축,"39,900","32,271,000",Saturday,Yes,No
23620,2019-08-10 17:40,20,100009,200013,AAB의 든든한 콩국수,농수축,"39,900","35,700,000",Saturday,Yes,No
23621,2019-08-10 18:20,20,100253,200864,안동간고등어 20팩,농수축,"30,900","35,521,000",Saturday,Yes,No
23622,2019-08-10 18:40,20,100253,200864,안동간고등어 20팩,농수축,"30,900","36,892,000",Saturday,Yes,No
23623,2019-08-10 19:00,20,100253,200864,안동간고등어 20팩,농수축,"30,900","36,003,000",Saturday,Yes,No
23624,2019-08-10 19:20,20,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,"119,000","11,066,000",Saturday,Yes,No
23625,2019-08-10 19:20,20,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,"129,000","6,009,000",Saturday,Yes,No
23626,2019-08-10 19:40,20,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,"119,000","31,743,000",Saturday,Yes,No
23627,2019-08-10 19:40,20,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,"129,000","10,510,000",Saturday,Yes,No
23628,2019-08-10 20:00,20,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,"119,000","27,442,000",Saturday,Yes,No
23629,2019-08-10 20:00,20,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,"129,000","17,437,000",Saturday,Yes,No
23630,2019-08-10 20:20,20,100098,200271,[라쉬반］FC바로셀로나 에디션 드로즈SET,속옷,"119,000","12,874,000",Saturday,Yes,No
23631,2019-08-10 20:40,20,100098,200271,[라쉬반］FC바로셀로나 에디션 드로즈SET,속옷,"119,000","28,850,000",Saturday,Yes,No
23632,2019-08-10 21:00,20,100098,200271,[라쉬반］FC바로셀로나 에디션 드로즈SET,속옷,"119,000","65,589,000",Saturday,Yes,No
23633,2019-08-10 21:20,20,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,"1,359,000","14,920,000",Saturday,Yes,No
23634,2019-08-10 21:20,20,100155,200489,무이자 LG전자 매직스페이스 냉장고,가전,"1,499,000","20,556,000",Saturday,Yes,No
23635,2019-08-10 21:40,20,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,"1,359,000","55,791,000",Saturday,Yes,No
23636,2019-08-10 21:40,20,100155,200489,무이자 LG전자 매직스페이스 냉장고,가전,"1,499,000","45,212,000",Saturday,Yes,No
23637,2019-08-10 22:00,20,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,"1,359,000","52,163,000",Saturday,Yes,No
23638,2019-08-10 22:00,20,100155,200489,무이자 LG전자 매직스페이스 냉장고,가전,"1,499,000","36,994,000",Saturday,Yes,No
23639,2019-08-10 22:20,20,100416,201315,코몽트 남성 메쉬티셔츠 7종,의류,"39,900","24,818,000",Saturday,Yes,No
23640,2019-08-10 22:40,20,100416,201315,코몽트 남성 메쉬티셔츠 7종,의류,"39,900","42,158,000",Saturday,Yes,No
23641,2019-08-10 23:00,20,100416,201315,코몽트 남성 메쉬티셔츠 7종,의류,"39,900","44,490,000",Saturday,Yes,No
23642,2019-08-10 23:20,20,100150,200533,일시불 LG 통돌이 세탁기,가전,"439,000","15,171,000",Saturday,Yes,No
23643,2019-08-10 23:20,20,100150,200465,무이자 LG 통돌이 세탁기,가전,"489,000","10,804,000",Saturday,Yes,No
23644,2019-08-10 23:40,20,100150,200533,일시불 LG 통돌이 세탁기,가전,"439,000","24,742,000",Saturday,Yes,No
23645,2019-08-10 23:40,20,100150,200465,무이자 LG 통돌이 세탁기,가전,"489,000","16,930,000",Saturday,Yes,No
23646,2019-08-11 0:00,20,100150,200533,일시불 LG 통돌이 세탁기,가전,"439,000","24,774,000",Sunday,Yes,No
23647,2019-08-11 0:00,20,100150,200465,무이자 LG 통돌이 세탁기,가전,"489,000","37,001,000",Sunday,Yes,No
23648,2019-08-11 0:20,20,100244,200823,라라츄 틴트 아이브로우 바,이미용,"69,900","23,233,000",Sunday,Yes,No
23649,2019-08-11 0:40,20,100244,200823,라라츄 틴트 아이브로우 바,이미용,"69,900","63,802,000",Sunday,Yes,No
23650,2019-08-11 1:00,20,100244,200823,라라츄 틴트 아이브로우 바,이미용,"69,900","69,425,000",Sunday,Yes,No
23651,2019-08-11 1:20,20,100348,201089,벨레즈온 브라캡 심리스 원피스 패키지,속옷,"29,900","15,235,000",Sunday,Yes,No
23652,2019-08-11 1:40,15,100348,201089,벨레즈온 브라캡 심리스 원피스 패키지,속옷,"29,900","20,825,000",Sunday,Yes,No
23653,2019-08-11 6:00,20,100309,200992,닥터 슈퍼 루테인,건강기능,"59,900","7,655,000",Sunday,Yes,No
23654,2019-08-11 6:20,20,100309,200992,닥터 슈퍼 루테인,건강기능,"59,900","20,341,000",Sunday,Yes,No
23655,2019-08-11 6:40,20,100309,200992,닥터 슈퍼 루테인,건강기능,"59,900","24,268,000",Sunday,Yes,No
23656,2019-08-11 7:00,20,100195,200655,레이프릴 오가닉 코튼 보정팬티 12종,속옷,"39,900","18,238,000",Sunday,Yes,No
23657,2019-08-11 7:20,20,100195,200655,레이프릴 오가닉 코튼 보정팬티 12종,속옷,"39,900","45,895,000",Sunday,Yes,No
23658,2019-08-11 7:40,20,100195,200655,레이프릴 오가닉 코튼 보정팬티 12종,속옷,"39,900","64,514,000",Sunday,Yes,No
23659,2019-08-11 8:00,30,100763,202220,일시불 2019년 타이거 충전식 무선 예초기,생활용품,"122,000","6,893,000",Sunday,Yes,No
23660,2019-08-11 8:00,30,100763,202218,무이자  2019년 타이거 충전식 무선 예초기,생활용품,"128,000","1,964,000",Sunday,Yes,No
23661,2019-08-11 8:00,30,100763,202221,일시불 2019년 타이거 충전식 무선 예초기+배터리 1개,생활용품,"159,000","24,400,000",Sunday,Yes,No
23662,2019-08-11 8:00,30,100763,202219,무이자 2019년 타이거 충전식 무선 예초기+배터리 1개,생활용품,"167,000","18,241,000",Sunday,Yes,No
23663,2019-08-11 8:30,30,100763,202220,일시불 2019년 타이거 충전식 무선 예초기,생활용품,"122,000","14,148,000",Sunday,Yes,No
23664,2019-08-11 8:30,30,100763,202218,무이자  2019년 타이거 충전식 무선 예초기,생활용품,"128,000","14,773,000",Sunday,Yes,No
23665,2019-08-11 8:30,30,100763,202221,일시불 2019년 타이거 충전식 무선 예초기+배터리 1개,생활용품,"159,000","72,050,000",Sunday,Yes,No
23666,2019-08-11 8:30,30,100763,202219,무이자 2019년 타이거 충전식 무선 예초기+배터리 1개,생활용품,"167,000","48,686,000",Sunday,Yes,No
23667,2019-08-11 9:00,20,100475,201446,초특가  파뷔에 팬지 대형 후라이팬 세트,주방,"59,800","30,732,000",Sunday,Yes,No
23668,2019-08-11 9:20,20,100475,201446,초특가  파뷔에 팬지 대형 후라이팬 세트,주방,"59,800","52,595,000",Sunday,Yes,No
23669,2019-08-11 9:40,20,100475,201446,초특가  파뷔에 팬지 대형 후라이팬 세트,주방,"59,800","55,869,000",Sunday,Yes,No
23670,2019-08-11 10:00,20,100275,200904,몬테밀라노 크루즈 이지웨어 패키지,속옷,"49,900","26,702,000",Sunday,Yes,No
23671,2019-08-11 10:20,20,100275,200904,몬테밀라노 크루즈 이지웨어 패키지,속옷,"49,900","44,931,000",Sunday,Yes,No
23672,2019-08-11 10:40,20,100275,200904,몬테밀라노 크루즈 이지웨어 패키지,속옷,"49,900","65,324,000",Sunday,Yes,No
23674,2019-08-11 11:00,20,100037,200113,프라다 피닉스 토트 숄더백,잡화,"1,590,000","3,367,000",Sunday,Yes,No
23678,2019-08-11 11:00,20,100037,200106,프라다 테스토 크로스백,잡화,"790,000","3,344,000",Sunday,Yes,No
23679,2019-08-11 11:20,20,100037,200111,프라다 투브릿지 선글라스,잡화,"248,000","4,083,000",Sunday,Yes,No
23681,2019-08-11 11:20,20,100037,200091,프라다 사피아노 스퀘어백,잡화,"1,790,000","11,254,000",Sunday,Yes,No
23682,2019-08-11 11:20,20,100037,200103,프라다 테스토 체인 쇼퍼백,잡화,"1,590,000","6,683,000",Sunday,Yes,No
23683,2019-08-11 11:20,20,100037,200100,프라다 테스토 지퍼 토트백,잡화,"1,280,000","5,391,000",Sunday,Yes,No
23684,2019-08-11 11:20,20,100037,200106,프라다 테스토 크로스백,잡화,"790,000","1,697,000",Sunday,Yes,No
23685,2019-08-11 11:40,20,100037,200111,프라다 투브릿지 선글라스,잡화,"248,000","4,594,000",Sunday,Yes,No
23686,2019-08-11 11:40,20,100037,200113,프라다 피닉스 토트 숄더백,잡화,"1,590,000","3,367,000",Sunday,Yes,No
23687,2019-08-11 11:40,20,100037,200091,프라다 사피아노 스퀘어백,잡화,"1,790,000","7,522,000",Sunday,Yes,No
23688,2019-08-11 11:40,20,100037,200103,프라다 테스토 체인 쇼퍼백,잡화,"1,590,000","6,685,000",Sunday,Yes,No
23689,2019-08-11 11:40,20,100037,200100,프라다 테스토 지퍼 토트백,잡화,"1,280,000","15,881,000",Sunday,Yes,No
23690,2019-08-11 11:40,20,100037,200106,프라다 테스토 크로스백,잡화,"790,000","6,635,000",Sunday,Yes,No
23691,2019-08-11 12:00,20,100010,200014,AAB의 소곱창전골 800g x 8팩,농수축,"55,900","26,069,000",Sunday,Yes,No
23692,2019-08-11 12:20,20,100010,200014,AAB의 소곱창전골 800g x 8팩,농수축,"55,900","43,166,000",Sunday,Yes,No
23693,2019-08-11 12:40,20,100010,200014,AAB의 소곱창전골 800g x 8팩,농수축,"55,900","42,221,000",Sunday,Yes,No
23694,2019-08-11 13:00,20,100416,201320,코몽트 남성 프린트티셔츠8종,의류,"39,900","28,669,000",Sunday,Yes,No
23695,2019-08-11 13:20,20,100416,201320,코몽트 남성 프린트티셔츠8종,의류,"39,900","49,119,000",Sunday,Yes,No
23696,2019-08-11 13:40,20,100416,201320,코몽트 남성 프린트티셔츠8종,의류,"39,900","85,406,000",Sunday,Yes,No
23697,2019-08-11 14:00,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,"109,800","36,828,000",Sunday,Yes,No
23698,2019-08-11 14:20,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,"109,800","76,648,000",Sunday,Yes,No
23699,2019-08-11 14:40,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,"109,800","101,977,000",Sunday,Yes,No
23700,2019-08-11 15:00,20,100167,200589,유귀열의 귀한 갓김치3kg+총각김치3kg (총6kg),농수축,"38,900","44,803,000",Sunday,Yes,No
23701,2019-08-11 15:20,20,100167,200589,유귀열의 귀한 갓김치3kg+총각김치3kg (총6kg),농수축,"38,900","77,400,000",Sunday,Yes,No
23702,2019-08-11 15:40,20,100167,200589,유귀열의 귀한 갓김치3kg+총각김치3kg (총6kg),농수축,"38,900","99,042,000",Sunday,Yes,No
23703,2019-08-11 16:00,20,100322,201481,국내산 손질갑오징어 9팩,농수축,"49,900","43,092,000",Sunday,Yes,No
23704,2019-08-11 16:20,20,100322,201481,국내산 손질갑오징어 9팩,농수축,"49,900","86,527,000",Sunday,Yes,No
23705,2019-08-11 16:40,20,100322,201481,국내산 손질갑오징어 9팩,농수축,"49,900","92,158,000",Sunday,Yes,No
23706,2019-08-11 17:00,20,100841,202484,옛날 그 쥐포 110장 (11팩),농수축,"32,900","33,556,000",Sunday,Yes,No
23707,2019-08-11 17:20,20,100841,202484,옛날 그 쥐포 110장 (11팩),농수축,"32,900","40,834,000",Sunday,Yes,No
23708,2019-08-11 17:40,20,100841,202484,옛날 그 쥐포 110장 (11팩),농수축,"32,900","54,823,000",Sunday,Yes,No
23709,2019-08-11 18:00,20,100166,200576,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,"30,900","32,434,000",Sunday,Yes,No
23710,2019-08-11 18:00,20,100166,200578,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,"30,900","3,232,000",Sunday,Yes,No
23711,2019-08-11 18:20,20,100166,200576,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,"30,900","46,876,000",Sunday,Yes,No
23712,2019-08-11 18:20,20,100166,200578,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,"30,900","3,723,000",Sunday,Yes,No
23713,2019-08-11 18:40,20,100166,200576,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,"30,900","56,208,000",Sunday,Yes,No
23714,2019-08-11 18:40,20,100166,200578,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,"30,900","8,157,000",Sunday,Yes,No
23715,2019-08-11 19:00,30,100763,202220,일시불 2019년 타이거 충전식 무선 예초기,생활용품,"122,000","6,005,000",Sunday,Yes,No
23716,2019-08-11 19:00,30,100763,202218,무이자  2019년 타이거 충전식 무선 예초기,생활용품,"128,000","1,918,000",Sunday,Yes,No
23717,2019-08-11 19:00,30,100763,202221,일시불 2019년 타이거 충전식 무선 예초기+배터리 1개,생활용품,"159,000","27,193,000",Sunday,Yes,No
23718,2019-08-11 19:00,30,100763,202219,무이자 2019년 타이거 충전식 무선 예초기+배터리 1개,생활용품,"167,000","15,816,000",Sunday,Yes,No
23719,2019-08-11 19:30,30,100763,202220,일시불 2019년 타이거 충전식 무선 예초기,생활용품,"122,000","9,937,000",Sunday,Yes,No
23720,2019-08-11 19:30,30,100763,202218,무이자  2019년 타이거 충전식 무선 예초기,생활용품,"128,000","6,199,000",Sunday,Yes,No
23721,2019-08-11 19:30,30,100763,202221,일시불 2019년 타이거 충전식 무선 예초기+배터리 1개,생활용품,"159,000","75,252,000",Sunday,Yes,No
23722,2019-08-11 19:30,30,100763,202219,무이자 2019년 타이거 충전식 무선 예초기+배터리 1개,생활용품,"167,000","41,022,000",Sunday,Yes,No
23723,2019-08-11 20:00,20,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,"1,359,000","14,892,000",Sunday,Yes,No
23725,2019-08-11 20:20,20,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,"1,359,000","14,947,000",Sunday,Yes,No
23726,2019-08-11 20:20,20,100155,200489,무이자 LG전자 매직스페이스 냉장고,가전,"1,499,000","16,488,000",Sunday,Yes,No
23727,2019-08-11 20:40,20,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,"1,359,000","44,687,000",Sunday,Yes,No
23728,2019-08-11 20:40,20,100155,200489,무이자 LG전자 매직스페이스 냉장고,가전,"1,499,000","32,953,000",Sunday,Yes,No
23729,2019-08-11 21:00,20,100205,200735,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 슈퍼싱글,가구,"548,000","11,092,000",Sunday,Yes,No
23730,2019-08-11 21:00,20,100205,200737,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 퀸,가구,"598,000","6,940,000",Sunday,Yes,No
23731,2019-08-11 21:00,20,100205,200739,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 킹,가구,"648,000","5,646,000",Sunday,Yes,No
23732,2019-08-11 21:20,20,100205,200735,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 슈퍼싱글,가구,"548,000","22,133,000",Sunday,Yes,No
23733,2019-08-11 21:20,20,100205,200737,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 퀸,가구,"598,000","20,704,000",Sunday,Yes,No
23734,2019-08-11 21:20,20,100205,200739,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 킹,가구,"648,000","18,699,000",Sunday,Yes,No
23735,2019-08-11 21:40,20,100205,200735,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 슈퍼싱글,가구,"548,000","17,396,000",Sunday,Yes,No
23736,2019-08-11 21:40,20,100205,200737,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 퀸,가구,"598,000","22,422,000",Sunday,Yes,No
23737,2019-08-11 21:40,20,100205,200739,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 킹,가구,"648,000","24,300,000",Sunday,Yes,No
23738,2019-08-11 22:00,20,100148,200503,일시불 LG 울트라HD TV 55UK6800HNC,가전,"1,200,000","2,837,000",Sunday,Yes,No
23739,2019-08-11 22:00,20,100148,200436,무이자 LG 울트라HD TV 55UK6800HNC,가전,"1,330,000","6,256,000",Sunday,Yes,No
23740,2019-08-11 22:00,20,100148,200512,일시불 LG 울트라HD TV 65UK6800HNC,가전,"1,690,000","7,919,000",Sunday,Yes,No
23741,2019-08-11 22:00,20,100148,200445,무이자 LG 울트라HD TV 65UK6800HNC,가전,"1,920,000","13,492,000",Sunday,Yes,No
23744,2019-08-11 22:00,20,100148,200526,일시불 LG 울트라HD TV 75UK7400KNA,가전,"2,900,000","6,818,000",Sunday,Yes,No
23745,2019-08-11 22:00,20,100148,200458,무이자 LG 울트라HD TV 75UK7400KNA,가전,"3,190,000","7,497,000",Sunday,Yes,No
23746,2019-08-11 22:20,20,100148,200503,일시불 LG 울트라HD TV 55UK6800HNC,가전,"1,200,000","11,220,000",Sunday,Yes,No
23748,2019-08-11 22:20,20,100148,200512,일시불 LG 울트라HD TV 65UK6800HNC,가전,"1,690,000","27,613,000",Sunday,Yes,No
23749,2019-08-11 22:20,20,100148,200445,무이자 LG 울트라HD TV 65UK6800HNC,가전,"1,920,000","22,414,000",Sunday,Yes,No
23754,2019-08-11 22:40,20,100148,200503,일시불 LG 울트라HD TV 55UK6800HNC,가전,"1,200,000","16,771,000",Sunday,Yes,No
23755,2019-08-11 22:40,20,100148,200436,무이자 LG 울트라HD TV 55UK6800HNC,가전,"1,330,000","9,347,000",Sunday,Yes,No
23756,2019-08-11 22:40,20,100148,200512,일시불 LG 울트라HD TV 65UK6800HNC,가전,"1,690,000","35,482,000",Sunday,Yes,No
23757,2019-08-11 22:40,20,100148,200445,무이자 LG 울트라HD TV 65UK6800HNC,가전,"1,920,000","22,414,000",Sunday,Yes,No
23758,2019-08-11 22:40,20,100148,200521,일시불 LG 울트라HD TV 70UK7400KNA,가전,"2,400,000","5,647,000",Sunday,Yes,No
23759,2019-08-11 22:40,20,100148,200454,무이자 LG 울트라HD TV 70UK7400KNA,가전,"2,690,000","6,326,000",Sunday,Yes,No
23760,2019-08-11 22:40,20,100148,200526,일시불 LG 울트라HD TV 75UK7400KNA,가전,"2,900,000","13,586,000",Sunday,Yes,No
23761,2019-08-11 22:40,20,100148,200458,무이자 LG 울트라HD TV 75UK7400KNA,가전,"3,190,000","7,497,000",Sunday,Yes,No
23762,2019-08-11 23:00,20,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,"119,000","8,880,000",Sunday,Yes,No
23763,2019-08-11 23:00,20,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,"129,000","4,204,000",Sunday,Yes,No
23764,2019-08-11 23:20,20,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,"119,000","23,400,000",Sunday,Yes,No
23765,2019-08-11 23:20,20,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,"129,000","6,442,000",Sunday,Yes,No
23766,2019-08-11 23:40,20,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,"119,000","29,086,000",Sunday,Yes,No
23767,2019-08-11 23:40,20,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,"129,000","10,539,000",Sunday,Yes,No
23768,2019-08-12 0:00,20,100182,200615,일시불 선일금고 이볼브 시리즈 EV-040,생활용품,"450,000","10,769,000",Monday,No,No
23769,2019-08-12 0:00,20,100182,200613,무이자 선일금고 이볼브 시리즈 EV-040,생활용품,"490,000","5,079,000",Monday,No,No
23772,2019-08-12 0:20,20,100182,200615,일시불 선일금고 이볼브 시리즈 EV-040,생활용품,"450,000","17,023,000",Monday,No,No
23773,2019-08-12 0:20,20,100182,200613,무이자 선일금고 이볼브 시리즈 EV-040,생활용품,"490,000","13,531,000",Monday,No,No
23776,2019-08-12 0:40,20,100182,200615,일시불 선일금고 이볼브 시리즈 EV-040,생활용품,"450,000","24,437,000",Monday,No,No
23777,2019-08-12 0:40,20,100182,200613,무이자 선일금고 이볼브 시리즈 EV-040,생활용품,"490,000","20,119,000",Monday,No,No
23779,2019-08-12 0:40,20,100182,200612,무이자 선일금고 이볼브 시리즈 EV-020,생활용품,"440,000","1,552,000",Monday,No,No
23780,2019-08-12 1:00,20,100721,202111,로베르타 디 까메리노 풀 바스트 업 지퍼브라팬티,속옷,"89,900","6,441,000",Monday,No,No
23781,2019-08-12 1:20,20,100721,202111,로베르타 디 까메리노 풀 바스트 업 지퍼브라팬티,속옷,"89,900","13,420,000",Monday,No,No
23782,2019-08-12 1:40,15,100721,202111,로베르타 디 까메리노 풀 바스트 업 지퍼브라팬티,속옷,"89,900","11,998,000",Monday,No,No
23783,2019-08-12 6:00,20,100158,200562,시스마르스 보헤미안 소가죽 샌들+뮬 슬리퍼,잡화,"39,800","6,947,000",Monday,No,No
23784,2019-08-12 6:20,20,100158,200562,시스마르스 보헤미안 소가죽 샌들+뮬 슬리퍼,잡화,"39,800","11,619,000",Monday,No,No
23785,2019-08-12 6:40,20,100158,200562,시스마르스 보헤미안 소가죽 샌들+뮬 슬리퍼,잡화,"39,800","15,048,000",Monday,No,No
23786,2019-08-12 7:00,20,100456,201407,NNF 와이드데님팬츠 2종,의류,"29,000","16,457,000",Monday,No,No
23787,2019-08-12 7:20,20,100456,201407,NNF 와이드데님팬츠 2종,의류,"29,000","22,912,000",Monday,No,No
23788,2019-08-12 7:40,20,100456,201407,NNF 와이드데님팬츠 2종,의류,"29,000","27,710,000",Monday,No,No
23789,2019-08-12 8:00,20,100330,201038,LG생활건강 테크 한장빨래 화이트업(30매X9박스),생활용품,"59,800","11,157,000",Monday,No,No
